ort,zusatz,bundesland,plz,lat,lon
Knappensee-Koblenz,,Sachsen,02999,51.39418,14.39717
Knappensee-Wartha,,Sachsen,02999,51.39418,14.39717
Knau,b Pößneck,Thüringen,07389,50.66201,11.56757
Kneese,b Gadebusch,Mecklenburg-Vorpommern,19205,53.67731,11.11736
Knegendorf,,Mecklenburg-Vorpommern,18276,53.68329,12.0939
Kneispermühle,,Rheinland-Pfalz,66917,49.31719,7.52115
Kneitlingen,,Niedersachsen,38170,52.14356,10.80059
Knetzgau,,Bayern,97478,49.99274,10.54624
Kniepenberg,,Schleswig-Holstein,24398,54.62661,9.98461
Knittelsheim,,Rheinland-Pfalz,76879,49.22817,8.18145
Knittlingen,,Baden-Württemberg,75438,49.0226,8.76004
Knoblauch,,Brandenburg,14715,52.5979,12.52041
Knochenmühle,Pfalz,Rheinland-Pfalz,76855,49.20223,7.97003
Knopp-Labach,,Rheinland-Pfalz,66917,49.31719,7.52115
Knoppermühle,,Rheinland-Pfalz,66917,49.31719,7.52115
Knorrendorf,,Mecklenburg-Vorpommern,17091,53.65186,13.12414
Knorrenhof,,Brandenburg,19348,53.11688,11.92614
Knyphauserwald,Forsthaus,Niedersachsen,26409,53.59573,7.73372
Knöringen,Pfalz,Rheinland-Pfalz,76833,49.23721,8.0906
Knüllwald,,Hessen,34593,51.03676,9.51249
Kobbeln,,Brandenburg,15890,52.16503,14.56099
Koberg,Kr Hzgt Lauenb,Schleswig-Holstein,23881,53.60306,10.61165
Kobern-Gondorf,,Rheinland-Pfalz,56330,50.30929,7.45533
Koblentz,,Mecklenburg-Vorpommern,17309,53.50257,13.99953
Koblenz,am Rhein,Rheinland-Pfalz,56068,50.34984,7.58691
Kobrow,b Sternberg,Mecklenburg-Vorpommern,19406,53.69223,11.86932
Kochel,a. See,Bayern,82431,47.66468,11.36911
Kodersdorf,,Sachsen,02923,51.23279,14.89521
Kogel,b Miesbach,Bayern,83714,47.79891,11.81535
Kogel,b Röbel,Mecklenburg-Vorpommern,17213,53.44759,12.43199
Kogel,"b Zarrentin, Meckl",Mecklenburg-Vorpommern,19246,53.5616,10.94705
Kohlbacher Hof,,Hessen,64395,49.77007,8.8909
Kohlberg,Oberpf,Bayern,92702,49.60905,12.01966
Kohlberg,Württ,Baden-Württemberg,72664,48.55836,9.33723
Kohlhof,b Rathenow,Brandenburg,14715,52.5979,12.52041
Kohlmühle,Oberfr,Bayern,96358,50.39834,11.38123
Kohlsdorf,,Brandenburg,15848,52.15111,14.14896
Kohren-Sahlis,,Sachsen,04655,51.01733,12.60648
Koitzsch,,Sachsen,01936,51.26567,13.90437
Kolbenmühle,,Rheinland-Pfalz,67806,49.62698,7.81437
Kolberg,b Prieros,Brandenburg,15752,51.16569,10.45153
Kolbermoor,,Bayern,83059,47.83938,12.04945
Kolbingen,,Baden-Württemberg,78600,48.05934,8.89562
Koldenbüttel,,Schleswig-Holstein,25840,54.38985,9.06735
Koldenhof,,Mecklenburg-Vorpommern,17237,53.35873,13.24523
Kolitzheim,,Bayern,97509,49.9254,10.25346
Kolka,,Sachsen,04643,51.05507,12.68595
Kolkerheide,,Schleswig-Holstein,25862,54.67218,9.13237
Kolkwitz,NL,Brandenburg,03099,51.74985,14.24469
Kollig,,Rheinland-Pfalz,56751,50.30021,7.29804
Kollmar,,Schleswig-Holstein,25377,53.73011,9.49331
Kollmoor,b Itzehoe,Schleswig-Holstein,25524,53.9367,9.5192
Kollnburg,,Bayern,94262,49.03054,12.88388
Kollow,Kr Hzgt Lauenb,Schleswig-Holstein,21527,53.46413,10.4602
"Kollow, Kurheim",b Schwarzenbek,Schleswig-Holstein,21493,53.55673,10.51734
Kollweiler,,Rheinland-Pfalz,66879,49.456,7.52818
Kolmberg,b Wörnsmühl,Bayern,83739,51.16569,10.45153
Kolochau,,Brandenburg,04936,51.74171,13.42121
Kolpin,,Brandenburg,15518,52.38647,14.19504
Kolrep,,Brandenburg,16866,52.98479,12.35979
Koltzschen,,Sachsen,09326,51.0778,12.9057
Kolverath,,Rheinland-Pfalz,56767,50.25494,7.01082
Kommen,,Rheinland-Pfalz,54472,49.89124,7.07324
Komptendorf,,Brandenburg,03058,51.7437,14.41743
Konau,,Niedersachsen,19273,53.25568,10.94552
Konken,,Rheinland-Pfalz,66871,49.56984,7.35799
Konnersreuth,Oberpf,Bayern,95692,50.01127,12.22889
Konow,,Mecklenburg-Vorpommern,18239,53.98913,11.89085
Konradsmühle,,Rheinland-Pfalz,66917,49.31719,7.52115
Konradsreuth,Oberfr,Bayern,95176,50.26884,11.8461
Konstanz,,Baden-Württemberg,78462,47.68555,9.16885
Konz,,Rheinland-Pfalz,54329,49.67566,6.62541
Konzell,,Bayern,94357,49.07639,12.70426
Kopitzsch,,Thüringen,07819,50.72386,11.83699
Kopp,,Rheinland-Pfalz,54574,50.17564,6.62522
Koppatz,,Brandenburg,03058,51.7437,14.41743
Koppenbrück,,Brandenburg,16845,52.8583,12.43437
Koppenkreut,,Baden-Württemberg,73577,48.88261,9.81495
Korb,Remstal,Baden-Württemberg,71404,48.83676,9.3762
Korbach,,Hessen,34497,51.27462,8.85792
Korbetha,,Sachsen-Anhalt,06258,51.38975,12.05287
Korbußen,,Thüringen,07554,50.91442,12.13504
Kordel,,Rheinland-Pfalz,54306,49.833,6.65625
Korgau,,Sachsen-Anhalt,06905,51.69048,12.73535
Korleput,,Mecklenburg-Vorpommern,18299,53.90807,12.34444
Korlingen,,Rheinland-Pfalz,54317,49.71485,6.79303
Kornbach,"b Mehltheuer , Vogtl",Sachsen,08539,50.5287,11.99549
Korntal-Münchingen,,Baden-Württemberg,70825,48.84913,9.09681
Kornwestheim,,Baden-Württemberg,70806,48.86291,9.17847
Korschenbroich,,Nordrhein-Westfalen,41352,51.19565,6.54506
Korswandt,,Mecklenburg-Vorpommern,17419,53.93924,14.18758
Korweiler,,Rheinland-Pfalz,56288,50.07132,7.44511
Kosel,b Eckernförde,Schleswig-Holstein,24354,54.53159,9.79395
Kosel,b Niesky,Sachsen,02923,51.23279,14.89521
Koserow,,Mecklenburg-Vorpommern,17459,54.01268,14.04956
Kosilenzien,,Brandenburg,04931,51.4344,13.22132
Kospoda,,Thüringen,07806,50.73505,11.72756
Kossa,,Sachsen,04849,51.60345,12.65036
Kossau,b Bad Blankenburg,Thüringen,07422,50.64584,11.25088
Kossebau,,Sachsen-Anhalt,39606,52.78907,11.72233
Kossenblatt,,Brandenburg,15848,52.15111,14.14896
Kossin,,Brandenburg,14913,51.95066,13.09874
Kostebrau,,Brandenburg,01979,51.50045,13.73994
Kotelow,,Mecklenburg-Vorpommern,17099,53.60793,13.47528
Kottenborn,,Rheinland-Pfalz,53518,50.38252,6.93157
Kottenbornermühle,,Rheinland-Pfalz,53518,50.38252,6.93157
Kottenheim,,Rheinland-Pfalz,56736,50.34898,7.25552
Kottgeisering,,Bayern,82288,48.12384,11.12991
Kottweiler-Schwanden,,Rheinland-Pfalz,66879,49.456,7.52818
Kotzen,,Brandenburg,14715,52.5979,12.52041
Kotzenbüll,,Schleswig-Holstein,25832,54.31493,8.89021
Koxhausen,,Rheinland-Pfalz,54673,49.99551,6.23244
Koßdorf,,Brandenburg,04895,51.59237,13.22793
Koßwig,,Brandenburg,03226,51.78322,14.0757
Kraak,,Mecklenburg-Vorpommern,19077,53.45201,11.42993
Kraam,,Rheinland-Pfalz,57635,50.717,7.53308
Kraatz,b Prenzlau,Brandenburg,17291,53.3194,13.87248
Kraatz-Buberow,,Brandenburg,16775,53.05639,13.10828
Krachtsheide,,Brandenburg,15864,52.21586,14.00835
Krackow,,Mecklenburg-Vorpommern,17329,53.33916,14.34829
Kradenbach,,Rheinland-Pfalz,54552,50.17706,6.88055
Kraftisried,,Bayern,87647,47.76971,10.48364
Kraftsdorf,,Thüringen,07586,50.92995,12.01063
Kragelund,Gem Stoltebüll,Schleswig-Holstein,24407,54.63618,9.87124
Krahne,,Brandenburg,14778,52.48522,12.5601
Krahnepuhl,,Brandenburg,14798,52.50645,12.46318
Kraiburg,a. Inn,Bayern,84559,48.18477,12.43135
Kraichtal,,Baden-Württemberg,76703,49.12586,8.74072
Krailling,,Bayern,82152,48.10732,11.39832
Krainwinkl,,Bayern,83364,47.83296,12.74977
Kraja,,Thüringen,99752,51.44177,10.57222
Krakow,a See,Mecklenburg-Vorpommern,18292,53.68244,12.36276
Krambergsmühle,,Rheinland-Pfalz,57644,50.66528,7.76381
Kramerhof,b Stralsund,Mecklenburg-Vorpommern,18445,54.37122,13.0232
Krampfer,,Brandenburg,19348,53.11688,11.92614
Krampnitz,,Brandenburg,14476,52.46992,12.99658
Kranenburg,Niederelbe,Niedersachsen,21726,53.5899,9.25208
Kranenburg,Niederrhein,Nordrhein-Westfalen,47559,51.79365,6.01803
Kranepuhl,,Brandenburg,14806,52.17817,12.6006
Krangen,,Brandenburg,16827,52.98437,12.87082
Kranichborn,,Thüringen,99195,51.09237,11.09922
Kranichfeld,,Thüringen,99448,50.84122,11.18859
Krankenthal,,Rheinland-Pfalz,67466,49.3734,8.07627
Kranlucken,,Thüringen,36419,50.73072,9.98459
Kranzbach,,Bayern,82493,47.48608,11.21365
Kranzberg,Kr Freising,Bayern,85402,48.406,11.61665
Krassow,,Mecklenburg-Vorpommern,23992,53.8647,11.68699
Krastel,,Rheinland-Pfalz,56288,50.07132,7.44511
Kratzeburg,,Mecklenburg-Vorpommern,17237,53.35873,13.24523
Kratzenburg,,Rheinland-Pfalz,56283,50.15862,7.48796
Kratzerhöfle,,Baden-Württemberg,73072,48.69374,9.8127
Krauchenwies,,Baden-Württemberg,72505,47.99859,9.22076
Kraupa,,Brandenburg,04910,51.46332,13.5105
Krauschwitz,OL,Sachsen,02957,51.52022,14.71466
Krauschwitz,b Weißenfels,Sachsen-Anhalt,06682,51.12305,12.0267
Krauschütz,,Sachsen,01561,51.28346,13.67654
Krausnick,,Brandenburg,15910,51.99014,13.77779
Krautenberg,b Markt Rettenbach,Bayern,87724,47.92526,10.31087
Krauthausen,"b Eisenach, Thür",Thüringen,99819,50.91344,10.20282
Krautheim,Jagst,Baden-Württemberg,74238,49.38263,9.63438
Krautheim,"b Weimar, Thür",Thüringen,99439,51.07341,11.29717
Krautscheid,Eifel,Rheinland-Pfalz,54673,49.99551,6.23244
Kraußnitz,,Sachsen,01561,51.28346,13.67654
Kreba-Neudorf,,Sachsen,02906,51.28469,14.70593
Krebeck,,Niedersachsen,37434,51.60763,10.22025
Kreblitz,,Brandenburg,15926,51.8536,13.75045
Krebsbach Talsperre,,Thüringen,07973,50.65507,12.19363
Krefeld,,Nordrhein-Westfalen,47798,51.34244,6.57455
Kreien,,Mecklenburg-Vorpommern,19386,53.46787,12.02471
Kreiensen,,Niedersachsen,37547,51.84439,9.98036
Kreimbach-Kaulbach,,Rheinland-Pfalz,67757,49.55093,7.63053
Kreischa,b Dresden,Sachsen,01731,50.94429,13.75869
Kreißa,,Sachsen,01623,51.20212,13.27839
Krelau,,Schleswig-Holstein,25878,54.36612,9.16403
Krelinger Bruch,,Niedersachsen,29693,52.76277,9.58332
Krembz,,Mecklenburg-Vorpommern,19205,53.67731,11.11736
Kremkau,,Sachsen-Anhalt,39624,52.68707,11.4372
Kremmen,,Brandenburg,16766,52.78381,13.008
Kremmin,,Mecklenburg-Vorpommern,19300,53.27783,11.6271
Krempdorf,,Schleswig-Holstein,25376,53.8266,9.43121
Krempe,Holst,Schleswig-Holstein,25361,53.83242,9.52029
Krempel,Holst,Schleswig-Holstein,25774,54.32758,9.01596
Krempendorf,,Brandenburg,16945,53.31257,12.24274
Kremperheide,,Schleswig-Holstein,25569,53.87501,9.46728
Krempermoor,,Schleswig-Holstein,25569,53.87501,9.46728
Krempin,,Mecklenburg-Vorpommern,18233,54.01771,11.69805
Krems II,,Schleswig-Holstein,23827,54.00125,10.41829
Krenzliner Hütte,,Mecklenburg-Vorpommern,19288,53.33713,11.46798
Kressbronn,am Bodensee,Baden-Württemberg,88079,47.60416,9.5969
Krettenhof,,Baden-Württemberg,73116,48.76021,9.68666
Kretz,,Rheinland-Pfalz,56630,50.39438,7.3621
Kretzhaus,Gem Linz a Rhein,Rheinland-Pfalz,53560,50.61772,7.33208
Kretzschau,,Sachsen-Anhalt,06712,51.01843,12.15186
Kreut,Gem Schlehdorf,Bayern,82439,47.69131,11.30214
Kreuth,b Tegernsee,Bayern,83708,47.61834,11.72669
Kreuzau,,Nordrhein-Westfalen,52372,50.7381,6.49051
Kreuzbruch,,Brandenburg,16559,52.86777,13.42273
Kreuzburg,,Brandenburg,19348,53.11688,11.92614
Kreuzebra,,Thüringen,37351,51.32506,10.29995
Kreuzhof,b Rockenhausen,Rheinland-Pfalz,67806,49.62698,7.81437
Kreuzpullach,,Bayern,82041,48.02485,11.56815
Kreuzquelle,,Hessen,61209,50.38637,8.88385
Kreuztal,Westf,Nordrhein-Westfalen,57223,50.98031,7.97955
Kreuzwertheim,,Bayern,97892,49.76694,9.51959
Krevese,,Sachsen-Anhalt,39606,52.78907,11.72233
Krewelin,,Brandenburg,16775,53.05639,13.10828
Kreypau,,Sachsen-Anhalt,06231,51.27929,12.09208
Kreßberg,,Baden-Württemberg,74594,49.13083,10.18407
Kribbe,,Brandenburg,19357,53.1628,11.7454
Krickenbach,,Rheinland-Pfalz,67706,49.3629,7.66889
Kriebitzsch,,Thüringen,04617,51.01804,12.35491
Kriebstein,,Sachsen,09648,50.97096,12.97611
Kriegsfeld,,Rheinland-Pfalz,67819,49.69607,7.9303
Kriele,,Brandenburg,14715,52.5979,12.52041
Krielow,,Brandenburg,14550,52.40377,12.78065
Krien,,Mecklenburg-Vorpommern,17391,53.83945,13.4791
Kriesow,,Mecklenburg-Vorpommern,17091,53.65186,13.12414
Kriftel,,Hessen,65830,50.08422,8.46967
Krina,,Sachsen-Anhalt,06774,51.6585,12.42901
Krinitz,b Ludwigslust,Mecklenburg-Vorpommern,19294,53.21121,11.41481
Krippendorf,,Thüringen,07751,50.87536,11.62055
Kritzenast,,Bayern,93449,49.37832,12.70581
Kritzmow,,Mecklenburg-Vorpommern,18198,54.05172,12.0508
Kritzow,b Lübz,Mecklenburg-Vorpommern,19386,53.46787,12.02471
Kritzow,"b Schwerin, Meckl",Mecklenburg-Vorpommern,19065,53.61762,11.54248
Kritzow,"b Wismar, Meckl",Mecklenburg-Vorpommern,23970,53.893,11.4995
Krogaspe,,Schleswig-Holstein,24644,54.14074,9.89114
Krohnhorst,,Brandenburg,17268,53.18163,13.54788
Krokau,,Schleswig-Holstein,24217,54.39513,10.36466
Krombach,Unterfr,Bayern,63829,50.08142,9.20632
Krombach,b Heilbad Heiligenstadt,Thüringen,37308,51.38965,10.16816
Kromsdorf,,Thüringen,99441,50.94415,11.42979
Kronach,Oberfr,Bayern,96317,50.2421,11.31131
Kronau,Baden,Baden-Württemberg,76709,49.22242,8.60953
Kronberg,Gem Gars a Inn,Bayern,83546,48.17294,12.31377
Kronberg,im Taunus,Hessen,61476,50.18623,8.51192
Kronburg,,Bayern,87758,47.90416,10.15634
Kronprinzenkoog,,Schleswig-Holstein,25709,53.95633,8.98282
Kronsgaard,,Schleswig-Holstein,24395,54.7442,9.90331
Kronshagen,,Schleswig-Holstein,24119,54.33282,10.0857
Kronsmoor,"b Westermoor, Holst",Schleswig-Holstein,25597,53.90589,9.62954
Kronweiler,,Rheinland-Pfalz,55767,49.70508,7.16398
Kropp,b Schleswig,Schleswig-Holstein,24848,54.40052,9.4998
Kroppach,Westerw,Rheinland-Pfalz,57612,50.7273,7.6948
Kroppen,,Brandenburg,01945,51.45661,13.86426
Kroppenstedt,,Sachsen-Anhalt,39397,51.94192,11.23244
Kropstädt,,Sachsen-Anhalt,06895,51.89458,12.83063
Krosigk,,Sachsen-Anhalt,06193,51.60535,11.927
Krostitz,,Sachsen,04509,51.52335,12.30296
Krottelbach,,Rheinland-Pfalz,66909,49.477,7.34546
Krottorf,b Oschersleben,Sachsen-Anhalt,39387,52.01819,11.21961
Kruchten,,Rheinland-Pfalz,54675,49.90874,6.31392
Kruckow,Vorpommern,Mecklenburg-Vorpommern,17129,53.91804,13.24177
Kruft,,Rheinland-Pfalz,56642,50.38512,7.3367
Krugau,,Brandenburg,15913,51.91288,14.12376
Kruge,,Brandenburg,16259,52.79807,14.01577
Krugland,,Mecklenburg-Vorpommern,18246,53.86087,11.94391
Krugsdorf,,Mecklenburg-Vorpommern,17309,53.50257,13.99953
Krukow,Kr Hzgt Lauenb,Schleswig-Holstein,21483,53.43479,10.5472
Krukow,Meckl,Mecklenburg-Vorpommern,17217,53.5235,13.05111
Krumbach,(Schwaben),Bayern,86381,48.24031,10.37509
Krummbek,Holst,Schleswig-Holstein,24217,54.39513,10.36466
Krummenau,Hunsrück,Rheinland-Pfalz,55483,49.93805,7.2676
Krummendeich,,Niedersachsen,21732,53.85072,9.21778
Krummendiek,,Schleswig-Holstein,25554,53.92699,9.36454
Krummennaab,,Bayern,92703,49.83191,12.09969
Krummensee,b Königs Wusterhausen,Brandenburg,15711,52.29486,13.62672
Krummensee,b Werneuchen,Brandenburg,16356,52.62056,13.67405
Krummesse,,Schleswig-Holstein,23628,53.76787,10.66888
Krummhörn,,Niedersachsen,26736,53.45997,7.11948
Krummin,,Mecklenburg-Vorpommern,17440,53.98213,13.77864
Krummland,b Eckernförde,Schleswig-Holstein,24357,54.48599,9.70994
Krummwisch,,Schleswig-Holstein,24796,54.32864,9.84345
Krumpa,,Sachsen-Anhalt,06242,51.27917,11.88817
Krumscheid,b Linz a Rhein,Rheinland-Pfalz,53547,50.56516,7.3806
Krumstedt,,Schleswig-Holstein,25727,54.04992,9.19518
Krunkel,,Rheinland-Pfalz,56593,50.58842,7.53101
Krusendorf,"b Neuhaus, Elbe",Niedersachsen,19273,53.25568,10.94552
Krusenfelde,,Mecklenburg-Vorpommern,17391,53.83945,13.4791
Krusenhagen,,Mecklenburg-Vorpommern,23974,53.94583,11.58931
Krähenberg,Pfalz,Rheinland-Pfalz,66894,49.3575,7.47965
Kränzlin,,Brandenburg,16818,52.90326,12.72486
Kröbeln,,Brandenburg,04924,51.53215,13.37895
Krölpa,b Pößneck,Thüringen,07387,50.67726,11.54005
Kröning,,Bayern,84178,48.55324,12.36426
Kröpelin,,Mecklenburg-Vorpommern,18236,54.06316,11.7968
Kröppelshagen-Fahrendorf,,Schleswig-Holstein,21529,53.49039,10.31662
Kröppen,Pfalz,Rheinland-Pfalz,66957,49.1291,7.54499
Kröslin,,Mecklenburg-Vorpommern,17440,53.98213,13.77864
Kröv,,Rheinland-Pfalz,54536,49.99257,7.09006
Krücklham,,Bayern,83559,48.15092,12.33083
Krüden,,Sachsen-Anhalt,39615,52.88777,11.75233
Krügersdorf,,Brandenburg,15848,52.15111,14.14896
Krümmel,Westerw,Rheinland-Pfalz,56244,50.553,7.80532
Krün,,Bayern,82494,47.5052,11.2786
Krüssau,,Sachsen-Anhalt,39291,52.14254,11.95492
Krüzen,,Schleswig-Holstein,21483,53.43479,10.5472
Kublank,,Mecklenburg-Vorpommern,17349,53.5353,13.59334
Kubschütz,,Sachsen,02627,51.14858,14.56955
Kuchelmiß,,Mecklenburg-Vorpommern,18292,53.68244,12.36276
Kuchen,Fils,Baden-Württemberg,73329,48.63913,9.80014
Kuckeland,,Sachsen,04668,51.21877,12.75372
Kuckenburg,b Querfurt,Sachsen-Anhalt,06268,51.34216,11.58123
Kuckuck,b Pritzwalk,Brandenburg,16928,53.13447,12.18056
Kuddewörde,,Schleswig-Holstein,22958,53.58675,10.40213
Kuden,,Schleswig-Holstein,25712,54.00258,9.23948
Kudensee,,Schleswig-Holstein,25572,53.91479,9.23964
Kuhardt,,Rheinland-Pfalz,76773,49.14482,8.31357
Kuhberg,b Wittenberge,Brandenburg,19322,52.98856,11.7934
Kuhbier,,Brandenburg,16928,53.13447,12.18056
Kuhblank,,Brandenburg,19322,52.98856,11.7934
Kuhfelde,,Sachsen-Anhalt,29416,52.79643,11.33372
Kuhhorst,,Brandenburg,16818,52.90326,12.72486
Kuhlen,b Brüel,Mecklenburg-Vorpommern,19412,53.71009,11.68974
Kuhlenbusch,,Mecklenburg-Vorpommern,18317,54.31077,12.49967
Kuhlenfeld,,Mecklenburg-Vorpommern,19258,53.40359,10.76152
Kuhlhausen,,Sachsen-Anhalt,39524,52.58293,12.03886
Kuhlhorst,,Niedersachsen,49459,52.52575,8.36743
Kuhlowitz,,Brandenburg,14806,52.17817,12.6006
Kuhlrade,b Gadebusch,Mecklenburg-Vorpommern,19217,53.77944,11.04967
Kuhnhöfen,,Rheinland-Pfalz,56244,50.553,7.80532
Kuhs,,Mecklenburg-Vorpommern,18276,53.68329,12.0939
Kuhsdorf,,Brandenburg,16928,53.13447,12.18056
Kuhstorf,,Mecklenburg-Vorpommern,19230,53.40188,11.24957
Kuhwalk,,Mecklenburg-Vorpommern,19386,53.46787,12.02471
Kulkwitz,,Sachsen,04420,51.28787,12.21271
Kulmain,,Bayern,95508,49.89629,11.89701
Kulmbach,,Bayern,95326,50.12598,11.43114
Kulpin,b Ratzeburg,Schleswig-Holstein,23911,53.68539,10.88566
Kumhausen,,Bayern,84036,48.52365,12.20536
Kummer,b Ludwigslust,Mecklenburg-Vorpommern,19288,53.33713,11.46798
Kummerfeld,b Pinneberg,Schleswig-Holstein,25495,53.70097,9.79054
Kummerow,b Angermünde,Brandenburg,16306,53.21125,14.20947
Kummerow,b Malchin,Mecklenburg-Vorpommern,17139,53.73868,12.76657
Kummerow,b Stralsund,Mecklenburg-Vorpommern,18442,54.30052,12.92859
Kummersdorf,"b Storkow, Mark",Brandenburg,15859,52.24406,13.91797
Kummersdorf Gut,,Brandenburg,15838,52.13528,13.3709
Kummersdorf-Alexanderdorf,,Brandenburg,15806,52.22567,13.43068
Kumpfmühle,b Unterschweinbach,Bayern,82282,51.16569,10.45153
Kundert,,Rheinland-Pfalz,57629,50.69809,7.81941
Kunersdorf,b Beeskow,Brandenburg,15848,52.15111,14.14896
Kunitz,,Thüringen,07751,50.87536,11.62055
Kunow,b Angermünde,Brandenburg,16306,53.21125,14.20947
Kunow,"b Neustadt, Dosse",Brandenburg,16866,52.98479,12.35979
Kunrau,,Sachsen-Anhalt,38486,52.62603,11.17187
Kunreuth,"b Forchheim, Oberfr",Bayern,91358,49.68235,11.1443
Kupferberg,Oberfr,Bayern,95362,50.14407,11.58866
Kupferzell,,Baden-Württemberg,74635,49.21163,9.70539
Kuppenheim,,Baden-Württemberg,76456,48.82796,8.25441
Kuppentin,,Mecklenburg-Vorpommern,19386,53.46787,12.02471
Kurort Berggießhübel,,Sachsen,01819,50.87448,13.9493
Kurort Hartha,,Sachsen,01737,50.97007,13.5362
Kurort Jonsdorf,,Sachsen,02796,50.85405,14.69473
Kurort Oberwiesenthal,,Sachsen,09484,50.44052,12.95267
Kurort Oybin,,Sachsen,02797,50.84125,14.74239
Kurort Rathen,Sachs,Sachsen,01824,50.87199,14.04256
Kurort Seiffen,Erzgeb,Sachsen,09548,50.64835,13.45242
Kurort Volkersdorf,,Sachsen,01468,51.16768,13.66377
Kurtscheid,,Rheinland-Pfalz,56581,50.51412,7.46685
Kurtschlag,,Brandenburg,16792,53.00545,13.36551
Kurzen Trechow,,Mecklenburg-Vorpommern,18246,53.86087,11.94391
Kurzlipsdorf,,Brandenburg,14913,51.95066,13.09874
Kuschkow,,Brandenburg,15910,51.99014,13.77779
Kusel,,Rheinland-Pfalz,66869,49.54649,7.40273
Kusey,,Sachsen-Anhalt,38486,52.62603,11.17187
Kussow,b Grevesmühlen,Mecklenburg-Vorpommern,23948,53.95172,11.12204
Kusterdingen,,Baden-Württemberg,72127,48.48975,9.10218
Kutenholz,,Niedersachsen,27449,53.48112,9.3229
Kutzenhausen,Kr Augsburg,Bayern,86500,48.34152,10.6948
Kutzleben,,Thüringen,99955,51.16137,10.81909
Kyllburg,,Rheinland-Pfalz,54655,50.05755,6.60138
Kyllburgweiler,,Rheinland-Pfalz,54655,50.05755,6.60138
Kyritz,Prignitz,Brandenburg,16866,52.98479,12.35979
Käbschütztal,,Sachsen,01665,51.09541,13.46418
Kägsdorf,,Mecklenburg-Vorpommern,18230,54.10838,11.67445
Kählen,,Schleswig-Holstein,24232,54.33916,10.22265
Kälberfeld,,Thüringen,99848,50.9421,10.3893
Kämmeritze,,Thüringen,07318,50.63519,11.35947
Kämpfelbach,,Baden-Württemberg,75236,48.93487,8.63304
Kändler,,Sachsen,09247,50.86091,12.83627
Kärlingerhaus,,Bayern,83471,47.63321,13.05171
Käshofen,,Rheinland-Pfalz,66894,49.3575,7.47965
Käterhagen,,Mecklenburg-Vorpommern,18246,53.86087,11.94391
Käthen,,Sachsen-Anhalt,39599,52.62138,11.71825
Köchelstorf,,Mecklenburg-Vorpommern,19217,53.77944,11.04967
Köck,,Bayern,83739,51.16569,10.45153
Köckte,b Gardelegen,Sachsen-Anhalt,39649,52.49571,11.17824
Ködderitzsch,,Thüringen,99518,51.0879,11.62857
Köditz,Oberfr,Bayern,95189,50.33199,11.8485
Köditzberg,,Thüringen,07426,50.65898,11.11527
Ködnitz,,Bayern,95361,50.09795,11.5032
Köfeln,,Thüringen,07557,50.81461,12.03238
Köfering,b Regensburg,Bayern,93096,48.938,12.18937
Köhlen,b Bremerhaven,Niedersachsen,27624,53.6247,8.84154
Köhn,,Schleswig-Holstein,24257,54.35831,10.47798
Köhnerbrücke,,Schleswig-Holstein,24257,54.35831,10.47798
Kölbingen,,Rheinland-Pfalz,56459,50.55079,7.9309
Kölleda,,Thüringen,99625,51.21247,11.28237
Kölleshof,,Baden-Württemberg,73349,48.56212,9.62526
Kölln-Reisiek,,Schleswig-Holstein,25337,53.75073,9.71782
Köln,,Nordrhein-Westfalen,50667,50.94176,6.96426
Kölnische Höfe,,Rheinland-Pfalz,56767,50.25494,7.01082
Kölsa,"b Falkenberg, Elster",Brandenburg,04895,51.59237,13.22793
Kölzin,b Greifswald,Mecklenburg-Vorpommern,17506,53.93365,13.42955
Kölzin,b Hagenow,Mecklenburg-Vorpommern,19246,53.5616,10.94705
Könderitz,,Sachsen-Anhalt,06712,51.01843,12.15186
Köngen,,Baden-Württemberg,73257,48.68674,9.35206
Köngernheim,,Rheinland-Pfalz,55278,49.83783,8.25653
Königerode,b Quedlinburg,Sachsen-Anhalt,06493,51.64225,11.12517
Königheim,,Baden-Württemberg,97953,49.61797,9.59561
Königreich,Pfalz,Rheinland-Pfalz,66851,49.38948,7.61506
Königs Wusterhausen,,Brandenburg,15711,52.29486,13.62672
